cidade_slug,cidade_origem,tecnologia,mes_ref,total_vendedores,q1,q2,q3,q4,q5,sem_meta,atingimento_medio,quintil_cidade
barauna-rn,BARAUNA/RN,5g,2026-02-01,1,1,0,0,0,0,0,1.1667,1
barbalha-ce,BARBALHA/CE,ftth,2026-02-01,3,1,1,0,0,1,0,0.8455,2
barbalha-ce,BARBALHA/CE,5g,2026-02-01,3,1,1,1,0,0,0,1.107,1
bayeux-pb,BAYEUX/PB,ftth,2026-02-01,6,5,0,0,0,1,0,1.2503,1
bayeux-pb,BAYEUX/PB,5g,2026-02-01,6,1,0,0,1,0,4,0.8222,2
belo-jardim-pe,BELO JARDIM/PE,ftth,2026-02-01,5,2,1,0,0,1,1,1.1429,1
belo-jardim-pe,BELO JARDIM/PE,5g,2026-02-01,5,0,0,0,1,1,3,0.3409,4
bezerros-pe,BEZERROS/PE,ftth,2026-02-01,4,2,2,0,0,0,0,1.395,1
bezerros-pe,BEZERROS/PE,5g,2026-02-01,4,2,2,0,0,0,0,1.185,1
bom-conselho-pe,BOM CONSELHO/PE,ftth,2026-02-01,2,0,1,0,1,0,0,0.625,3
bom-conselho-pe,BOM CONSELHO/PE,5g,2026-02-01,2,0,1,1,0,0,0,0.7667,3
brejo-santo-ce,BREJO SANTO/CE,ftth,2026-02-01,6,5,0,0,0,0,1,1.2778,1
brejo-santo-ce,BREJO SANTO/CE,5g,2026-02-01,6,4,0,1,0,0,1,1.8712,1
cabedelo-pb,CABEDELO/PB,ftth,2026-02-01,5,5,0,0,0,0,0,1.6985,1
cabedelo-pb,CABEDELO/PB,5g,2026-02-01,5,0,0,0,2,0,3,0.3889,4
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO/PE,ftth,2026-02-01,2,2,0,0,0,0,0,1.5938,1
caico-rn,CAICO/RN,ftth,2026-02-01,3,2,0,1,0,0,0,1.6323,1
caico-rn,CAICO/RN,5g,2026-02-01,3,2,0,0,0,0,1,1.3659,1
cajazeiras-pb,CAJAZEIRAS/PB,ftth,2026-02-01,5,3,0,0,1,0,1,1.0489,1
cajazeiras-pb,CAJAZEIRAS/PB,5g,2026-02-01,5,1,0,0,1,0,3,1.0303,1
camacari-ba,CAMACARI/BA,ftth,2026-02-01,3,2,0,0,0,0,1,1.6765,1
campina-grande-pb,CAMPINA GRANDE/PB,ftth,2026-02-01,9,6,1,1,0,1,0,1.1898,1
campina-grande-pb,CAMPINA GRANDE/PB,5g,2026-02-01,9,0,0,1,0,2,6,0.2754,5
campo-maior-pi,CAMPO MAIOR/PI,ftth,2026-02-01,2,1,0,0,0,0,1,1.3,1
caninde-ce,CANINDE/CE,ftth,2026-02-01,7,2,0,2,3,0,0,1.1941,1
caninde-ce,CANINDE/CE,5g,2026-02-01,7,2,0,4,1,0,0,0.8657,2
caruaru-pe,CARUARU/PE,ftth,2026-02-01,11,4,1,0,3,2,1,1.0408,1
caruaru-pe,CARUARU/PE,5g,2026-02-01,11,1,0,0,0,0,10,1.14,1
cascavel-ce,CASCAVEL/CE,ftth,2026-02-01,5,2,0,1,1,1,0,0.9222,2
cascavel-ce,CASCAVEL/CE,5g,2026-02-01,5,4,0,0,0,1,0,1.28,1
catole-do-rocha-pb,CATOLE DO ROCHA/PB,ftth,2026-02-01,5,4,1,0,0,0,0,1.3889,1
catole-do-rocha-pb,CATOLE DO ROCHA/PB,5g,2026-02-01,5,4,1,0,0,0,0,1.1695,1
catu-ba,CATU/BA,ftth,2026-02-01,1,0,0,0,1,0,0,0.5385,4
caucaia-ce,CAUCAIA/CE,ftth,2026-02-01,8,7,0,0,0,1,0,1.4079,1
caucaia-ce,CAUCAIA/CE,5g,2026-02-01,8,1,1,0,0,0,6,1.0333,1
ceara-mirim-rn,CEARA-MIRIM/RN,ftth,2026-02-01,5,4,1,0,0,0,0,1.2248,1
ceara-mirim-rn,CEARA-MIRIM/RN,5g,2026-02-01,5,2,0,0,0,0,3,1.3021,1
cedro-ce,CEDRO/CE,ftth,2026-02-01,3,1,0,0,2,0,0,1.1958,1
cedro-ce,CEDRO/CE,5g,2026-02-01,3,2,0,0,1,0,0,0.8333,2
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,ftth,2026-02-01,1,0,0,0,0,1,0,0.2667,5
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,5g,2026-02-01,1,0,1,0,0,0,0,0.8,2
crateus-ce,CRATEUS/CE,ftth,2026-02-01,6,5,1,0,0,0,0,1.7967,1
crateus-ce,CRATEUS/CE,5g,2026-02-01,6,2,0,0,0,0,4,1.2571,1
crato-ce,CRATO/CE,ftth,2026-02-01,7,5,1,0,1,0,0,1.2653,1
crato-ce,CRATO/CE,5g,2026-02-01,7,2,0,0,0,0,5,1.1364,1
custodia-pe,CUSTODIA/PE,ftth,2026-02-01,3,2,0,0,1,0,0,0.9868,2
custodia-pe,CUSTODIA/PE,5g,2026-02-01,3,1,1,1,0,0,0,1.037,1
delmiro-gouveia-al,DELMIRO GOUVEIA/AL,ftth,2026-02-01,2,0,0,0,2,0,0,0.5417,4
delmiro-gouveia-al,DELMIRO GOUVEIA/AL,5g,2026-02-01,2,0,0,0,1,1,0,0.3333,4
dias-d-avila-ba,DIAS D'AVILA/BA,ftth,2026-02-01,2,1,1,0,0,0,0,1.2353,1
encanto-rn,ENCANTO/RN,ftth,2026-02-01,1,1,0,0,0,0,0,1.8333,1
encanto-rn,ENCANTO/RN,5g,2026-02-01,1,1,0,0,0,0,0,1.75,1
escada-pe,ESCADA/PE,ftth,2026-02-01,2,2,0,0,0,0,0,1.1818,1
estancia-se,ESTANCIA/SE,ftth,2026-02-01,1,1,0,0,0,0,0,1.25,1
eusebio-ce,EUSEBIO/CE,ftth,2026-02-01,6,5,0,0,0,1,0,1.1708,1
eusebio-ce,EUSEBIO/CE,5g,2026-02-01,6,0,1,1,0,0,4,0.7941,3
extremoz-rn,EXTREMOZ/RN,ftth,2026-02-01,4,3,0,1,0,0,0,1.4821,1
feira-de-santana-ba,FEIRA DE SANTANA/BA,ftth,2026-02-01,2,1,0,1,0,0,0,0.9615,2
fortaleza-ce,FORTALEZA/CE,ftth,2026-02-01,46,17,0,10,7,12,0,0.7488,3
fortaleza-ce,FORTALEZA/CE,5g,2026-02-01,46,2,0,0,2,3,39,0.5007,4
garanhuns-pe,GARANHUNS/PE,ftth,2026-02-01,2,1,0,0,0,0,1,1.0857,1
gravata-pe,GRAVATA/PE,ftth,2026-02-01,5,1,1,1,1,1,0,1.1762,1
gravata-pe,GRAVATA/PE,5g,2026-02-01,5,1,0,1,1,2,0,0.5178,4
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,ftth,2026-02-01,3,1,0,1,0,0,1,1.4484,1
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,5g,2026-02-01,3,1,0,0,0,0,2,1.1875,1
horizonte-ce,HORIZONTE/CE,ftth,2026-02-01,8,4,0,1,1,2,0,0.7411,3
horizonte-ce,HORIZONTE/CE,5g,2026-02-01,8,2,1,0,0,0,5,0.9778,2
ibiapina-ce,IBIAPINA/CE,ftth,2026-02-01,1,1,0,0,0,0,0,2.2,1
ibiapina-ce,IBIAPINA/CE,5g,2026-02-01,1,0,0,0,1,0,0,0.3077,4
ico-ce,ICO/CE,ftth,2026-02-01,3,3,0,0,0,0,0,2.4545,1
ico-ce,ICO/CE,5g,2026-02-01,3,1,2,0,0,0,0,1.0179,1
iguatu-ce,IGUATU/CE,ftth,2026-02-01,9,8,0,0,0,0,1,2.0221,1
iguatu-ce,IGUATU/CE,5g,2026-02-01,9,3,0,1,0,0,5,1.0153,1
ipu-ce,IPU/CE,ftth,2026-02-01,4,2,1,0,0,1,0,1.0073,1
ipu-ce,IPU/CE,5g,2026-02-01,4,0,0,2,0,0,2,0.6667,3
iracema-ce,IRACEMA/CE,ftth,2026-02-01,3,1,0,1,1,0,0,0.8889,2
iracema-ce,IRACEMA/CE,5g,2026-02-01,3,1,1,0,0,1,0,0.9167,2
itabaiana-se,ITABAIANA/SE,ftth,2026-02-01,1,0,0,0,1,0,0,0.4444,4
itapaje-ce,ITAPAJE/CE,ftth,2026-02-01,4,4,0,0,0,0,0,1.4209,1
itapaje-ce,ITAPAJE/CE,5g,2026-02-01,4,3,0,1,0,0,0,1.0214,1
itapipoca-ce,ITAPIPOCA/CE,ftth,2026-02-01,6,5,0,0,0,1,0,1.6807,1
itapipoca-ce,ITAPIPOCA/CE,5g,2026-02-01,6,2,0,0,0,1,3,0.75,3
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES/PE,ftth,2026-02-01,2,0,1,0,1,0,0,0.6115,3
jaguaretama-ce,JAGUARETAMA/CE,ftth,2026-02-01,3,1,0,1,1,0,0,1.1185,1
jaguaretama-ce,JAGUARETAMA/CE,5g,2026-02-01,3,2,0,0,0,1,0,1.1952,1
jaguaribara-ce,JAGUARIBARA/CE,ftth,2026-02-01,1,0,1,0,0,0,0,0.8333,2
jaguaribara-ce,JAGUARIBARA/CE,5g,2026-02-01,1,1,0,0,0,0,0,2.6,1
jaguaribe-ce,JAGUARIBE/CE,ftth,2026-02-01,6,1,0,0,1,4,0,0.5185,4
jaguaribe-ce,JAGUARIBE/CE,5g,2026-02-01,6,4,1,1,0,0,0,1.2109,1
jeremoabo-ba,JEREMOABO/BA,ftth,2026-02-01,2,2,0,0,0,0,0,1.5,1
jeremoabo-ba,JEREMOABO/BA,5g,2026-02-01,2,2,0,0,0,0,0,1.0556,1
joao-pessoa-pb,JOAO PESSOA/PB,ftth,2026-02-01,29,20,2,3,2,1,1,1.3886,1
joao-pessoa-pb,JOAO PESSOA/PB,5g,2026-02-01,29,0,3,0,2,0,24,0.7022,3
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,ftth,2026-02-01,24,16,1,4,1,2,0,1.2564,1
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,5g,2026-02-01,24,2,1,0,5,1,15,0.6897,3
juazeiro-ba,JUAZEIRO/BA,ftth,2026-02-01,8,7,0,0,1,0,0,2.1276,1
juazeiro-ba,JUAZEIRO/BA,5g,2026-02-01,8,2,0,0,0,0,6,1.6154,1
lagarto-se,LAGARTO/SE,ftth,2026-02-01,1,1,0,0,0,0,0,1,1
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,ftth,2026-02-01,3,2,1,0,0,0,0,1.2302,1
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,5g,2026-02-01,3,1,0,1,1,0,0,0.8074,2
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,ftth,2026-02-01,5,5,0,0,0,0,0,1.7556,1
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,5g,2026-02-01,5,4,1,0,0,0,0,1.24,1
limoeiro-pe,LIMOEIRO/PE,ftth,2026-02-01,2,1,0,0,0,1,0,0.5556,4
luis-correia-pi,LUIS CORREIA/PI,ftth,2026-02-01,1,0,0,0,1,0,0,0.4286,4
macaiba-rn,MACAIBA/RN,ftth,2026-02-01,6,3,1,2,0,0,0,1.3312,1
macaiba-rn,MACAIBA/RN,5g,2026-02-01,6,1,0,0,0,0,5,1.46,1
macau-rn,MACAU/RN,ftth,2026-02-01,2,0,0,0,1,1,0,0.2333,5
macau-rn,MACAU/RN,5g,2026-02-01,2,0,0,0,1,1,0,0.2,5
maceio-al,MACEIO/AL,ftth,2026-02-01,1,0,1,0,0,0,0,0.9048,2
major-sales-rn,MAJOR SALES/RN,ftth,2026-02-01,4,2,0,1,0,1,0,1.6295,1
major-sales-rn,MAJOR SALES/RN,5g,2026-02-01,4,2,0,0,0,2,0,0.5315,4
mamanguape-pb,MAMANGUAPE/PB,ftth,2026-02-01,1,0,0,0,0,1,0,0,5
maracanau-ce,MARACANAU/CE,ftth,2026-02-01,13,3,2,4,1,2,1,1.0295,1
maracanau-ce,MARACANAU/CE,5g,2026-02-01,13,3,0,1,2,0,7,0.8212,2
maranguape-ce,MARANGUAPE/CE,ftth,2026-02-01,8,3,1,0,2,2,0,0.8141,2
maranguape-ce,MARANGUAPE/CE,5g,2026-02-01,8,1,1,0,0,0,6,0.9333,2
marco-ce,MARCO/CE,ftth,2026-02-01,1,0,0,0,0,1,0,0,5
marco-ce,MARCO/CE,5g,2026-02-01,1,0,1,0,0,0,0,0.9,2
milagres-ce,MILAGRES/CE,ftth,2026-02-01,3,1,1,0,0,1,0,0.9412,2
milagres-ce,MILAGRES/CE,5g,2026-02-01,3,2,0,1,0,0,0,0.9766,2
missao-velha-ce,MISSAO VELHA/CE,ftth,2026-02-01,3,1,1,0,0,0,1,2.0512,1
missao-velha-ce,MISSAO VELHA/CE,5g,2026-02-01,3,1,1,0,0,0,1,0.9135,2
mombaca-ce,MOMBACA/CE,ftth,2026-02-01,4,3,0,0,1,0,0,1.4944,1
mombaca-ce,MOMBACA/CE,5g,2026-02-01,4,2,0,2,0,0,0,0.96,2
morada-nova-ce,MORADA NOVA/CE,ftth,2026-02-01,5,4,0,0,0,0,1,1.5958,1
morada-nova-ce,MORADA NOVA/CE,5g,2026-02-01,5,4,0,0,0,0,1,1.8782,1
mossoro-rn,MOSSORO/RN,ftth,2026-02-01,12,2,2,3,4,1,0,0.6964,3
mossoro-rn,MOSSORO/RN,5g,2026-02-01,12,3,1,0,0,0,8,1.1417,1
natal-rn,NATAL/RN,ftth,2026-02-01,39,26,2,5,4,2,0,1.2629,1
natal-rn,NATAL/RN,5g,2026-02-01,39,4,1,2,0,0,32,1.0549,1
nisia-floresta-rn,NISIA FLORESTA/RN,ftth,2026-02-01,2,1,0,0,1,0,0,0.7778,3
nisia-floresta-rn,NISIA FLORESTA/RN,5g,2026-02-01,2,1,0,0,0,1,0,0.9,2
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO/SE,ftth,2026-02-01,3,2,0,0,0,0,1,1.2,1
olho-d-agua-das-flores-al,OLHO D'AGUA DAS FLORES/AL,ftth,2026-02-01,2,1,0,0,1,0,0,0.9444,2
olho-d-agua-das-flores-al,OLHO D'AGUA DAS FLORES/AL,5g,2026-02-01,2,0,1,0,0,1,0,0.5,4
oros-ce,OROS/CE,ftth,2026-02-01,3,2,0,0,0,0,1,1.9167,1
oros-ce,OROS/CE,5g,2026-02-01,3,2,0,0,0,0,1,1.2125,1
ouricuri-pe,OURICURI/PE,ftth,2026-02-01,4,3,1,0,0,0,0,1.3214,1
ouricuri-pe,OURICURI/PE,5g,2026-02-01,4,0,0,0,1,1,2,0.3158,4
pacajus-ce,PACAJUS/CE,ftth,2026-02-01,4,4,0,0,0,0,0,2.2232,1
pacajus-ce,PACAJUS/CE,5g,2026-02-01,4,2,0,0,0,0,2,1.2222,1
palmeira-dos-indios-al,PALMEIRA DOS INDIOS/AL,ftth,2026-02-01,2,0,1,0,0,0,1,0.8095,2
paracuru-ce,PARACURU/CE,ftth,2026-02-01,1,0,0,0,0,1,0,0,5
paraipaba-ce,PARAIPABA/CE,ftth,2026-02-01,5,2,1,0,1,0,1,1.1983,1
paraipaba-ce,PARAIPABA/CE,5g,2026-02-01,5,0,0,1,0,0,4,0.7969,3
parnaiba-pi,PARNAIBA/PI,ftth,2026-02-01,12,8,3,0,1,0,0,1.6741,1
parnaiba-pi,PARNAIBA/PI,5g,2026-02-01,12,2,0,0,0,0,10,1.2,1
parnamirim-rn,PARNAMIRIM/RN,ftth,2026-02-01,14,13,1,0,0,0,0,2.007,1
parnamirim-rn,PARNAMIRIM/RN,5g,2026-02-01,14,5,0,0,0,0,9,1.2565,1
patos-pb,PATOS/PB,ftth,2026-02-01,9,7,1,1,0,0,0,1.6074,1
patos-pb,PATOS/PB,5g,2026-02-01,9,1,1,1,0,1,5,0.7925,3
pau-dos-ferros-rn,PAU DOS FERROS/RN,ftth,2026-02-01,6,3,2,1,0,0,0,1.2505,1
pau-dos-ferros-rn,PAU DOS FERROS/RN,5g,2026-02-01,6,4,1,1,0,0,0,1.2869,1
paulista-pe,PAULISTA/PE,ftth,2026-02-01,3,2,0,0,0,0,1,1.25,1
paulo-afonso-ba,PAULO AFONSO/BA,ftth,2026-02-01,2,2,0,0,0,0,0,1.1,1
paulo-afonso-ba,PAULO AFONSO/BA,5g,2026-02-01,2,2,0,0,0,0,0,1.25,1
pedra-branca-ce,PEDRA BRANCA/CE,ftth,2026-02-01,3,1,0,0,1,0,1,1.2778,1
pedra-branca-ce,PEDRA BRANCA/CE,5g,2026-02-01,3,1,0,1,0,0,1,0.9286,2
pereiro-ce,PEREIRO/CE,ftth,2026-02-01,72,60,2,3,0,1,6,1.8243,1
pereiro-ce,PEREIRO/CE,5g,2026-02-01,72,0,0,4,4,23,41,0.1676,5
pesqueira-pe,PESQUEIRA/PE,ftth,2026-02-01,2,1,0,0,1,0,0,0.8283,2
pesqueira-pe,PESQUEIRA/PE,5g,2026-02-01,2,0,0,0,1,0,1,0.5455,4
petrolina-pe,PETROLINA/PE,ftth,2026-02-01,9,8,1,0,0,0,0,1.6279,1
petrolina-pe,PETROLINA/PE,5g,2026-02-01,9,2,0,0,0,0,7,1.5,1
picos-pi,PICOS/PI,ftth,2026-02-01,1,1,0,0,0,0,0,1.1,1
piranhas-al,PIRANHAS/AL,ftth,2026-02-01,1,1,0,0,0,0,0,1,1
piranhas-al,PIRANHAS/AL,5g,2026-02-01,1,1,0,0,0,0,0,1.0667,1
piripiri-pi,PIRIPIRI/PI,ftth,2026-02-01,3,1,1,0,0,0,1,1.0455,1
pombal-pb,POMBAL/PB,ftth,2026-02-01,4,4,0,0,0,0,0,1.5444,1
pombal-pb,POMBAL/PB,5g,2026-02-01,4,1,0,2,1,0,0,0.7946,3
quixada-ce,QUIXADA/CE,ftth,2026-02-01,7,4,0,1,1,0,1,1.3846,1
quixada-ce,QUIXADA/CE,5g,2026-02-01,7,1,1,1,0,0,4,0.9924,2
quixeramobim-ce,QUIXERAMOBIM/CE,ftth,2026-02-01,5,5,0,0,0,0,0,2.1519,1
quixeramobim-ce,QUIXERAMOBIM/CE,5g,2026-02-01,5,1,1,0,0,0,3,0.9615,2
quixere-ce,QUIXERE/CE,ftth,2026-02-01,4,3,0,1,0,0,0,1.4268,1
quixere-ce,QUIXERE/CE,5g,2026-02-01,4,1,1,0,2,0,0,0.9118,2
rafael-fernandes-rn,RAFAEL FERNANDES/RN,ftth,2026-02-01,1,1,0,0,0,0,0,1,1
rafael-fernandes-rn,RAFAEL FERNANDES/RN,5g,2026-02-01,1,1,0,0,0,0,0,1.8,1
ribeira-do-pombal-ba,RIBEIRA DO POMBAL/BA,ftth,2026-02-01,2,2,0,0,0,0,0,1.25,1
rio-largo-al,RIO LARGO/AL,ftth,2026-02-01,3,2,0,0,1,0,0,1.0185,1
russas-ce,RUSSAS/CE,ftth,2026-02-01,6,4,1,0,1,0,0,1.2361,1
russas-ce,RUSSAS/CE,5g,2026-02-01,6,5,0,1,0,0,0,1.2242,1
salgueiro-pe,SALGUEIRO/PE,ftth,2026-02-01,2,1,0,0,0,0,1,2.2857,1
salgueiro-pe,SALGUEIRO/PE,5g,2026-02-01,2,0,1,0,0,0,1,0.8293,2
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE/PE,ftth,2026-02-01,1,1,0,0,0,0,0,1.2941,1
santa-luzia-pb,SANTA LUZIA/PB,ftth,2026-02-01,3,1,1,0,0,0,1,1.3544,1
santa-luzia-pb,SANTA LUZIA/PB,5g,2026-02-01,3,0,1,0,0,0,2,0.8966,2
santa-rita-pb,SANTA RITA/PB,ftth,2026-02-01,7,4,0,1,1,1,0,1.3306,1
santa-rita-pb,SANTA RITA/PB,5g,2026-02-01,7,1,0,1,0,0,5,0.95,2
santo-amaro-ba,SANTO AMARO/BA,ftth,2026-02-01,1,1,0,0,0,0,0,1.8571,1
sao-benedito-ce,SAO BENEDITO/CE,ftth,2026-02-01,3,1,1,1,0,0,0,0.8704,2
sao-benedito-ce,SAO BENEDITO/CE,5g,2026-02-01,3,1,0,1,1,0,0,0.8104,2
sao-bento-pb,SAO BENTO/PB,ftth,2026-02-01,1,1,0,0,0,0,0,2.8333,1
sao-bento-pb,SAO BENTO/PB,5g,2026-02-01,1,1,0,0,0,0,0,1.2857,1
sao-caitano-pe,SAO CAITANO/PE,5g,2026-02-01,2,1,0,0,1,0,0,0.6563,3
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,ftth,2026-02-01,3,0,2,1,0,0,0,0.8125,2
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,ftth,2026-02-01,4,2,0,1,0,0,1,1.5726,1
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,5g,2026-02-01,4,1,0,0,2,0,1,0.6979,3
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS/AL,ftth,2026-02-01,2,1,0,1,0,0,0,0.8824,2
sao-miguel-rn,SAO MIGUEL/RN,ftth,2026-02-01,6,2,1,0,1,2,0,0.6689,3
sao-miguel-rn,SAO MIGUEL/RN,5g,2026-02-01,6,3,1,2,0,0,0,1.1782,1
senador-pompeu-ce,SENADOR POMPEU/CE,ftth,2026-02-01,4,3,1,0,0,0,0,1.7639,1
senador-pompeu-ce,SENADOR POMPEU/CE,5g,2026-02-01,4,2,0,2,0,0,0,1.3208,1
serra-talhada-pe,SERRA TALHADA/PE,ftth,2026-02-01,5,3,1,0,1,0,0,1.7454,1
serra-talhada-pe,SERRA TALHADA/PE,5g,2026-02-01,5,1,0,1,0,0,3,1.3571,1
sobral-ce,SOBRAL/CE,ftth,2026-02-01,14,12,0,1,0,0,1,1.7288,1
sobral-ce,SOBRAL/CE,5g,2026-02-01,14,2,1,1,0,1,9,0.8554,2
sousa-pb,SOUSA/PB,ftth,2026-02-01,6,5,0,1,0,0,0,2.05,1
sousa-pb,SOUSA/PB,5g,2026-02-01,6,0,1,2,0,0,3,0.8027,2
surubim-pe,SURUBIM/PE,ftth,2026-02-01,2,0,1,0,1,0,0,0.6111,3
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,ftth,2026-02-01,4,2,1,1,0,0,0,1.4792,1
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,5g,2026-02-01,4,2,2,0,0,0,0,1.1886,1
taua-ce,TAUA/CE,ftth,2026-02-01,4,4,0,0,0,0,0,1.5139,1
taua-ce,TAUA/CE,5g,2026-02-01,4,2,1,1,0,0,0,1.0104,1
teresina-pi,TERESINA/PI,ftth,2026-02-01,25,17,5,2,1,0,0,1.4473,1
teresina-pi,TERESINA/PI,5g,2026-02-01,25,3,0,1,0,0,21,2,1
tiangua-ce,TIANGUA/CE,ftth,2026-02-01,4,3,0,0,1,0,0,1.7857,1
tiangua-ce,TIANGUA/CE,5g,2026-02-01,4,1,0,1,0,0,2,0.8571,2
timon-ma,TIMON/MA,ftth,2026-02-01,9,7,1,0,1,0,0,1.475,1
timon-ma,TIMON/MA,5g,2026-02-01,9,2,0,0,0,0,7,1.3667,1
tobias-barreto-se,TOBIAS BARRETO/SE,ftth,2026-02-01,1,1,0,0,0,0,0,1.125,1
toritama-pe,TORITAMA/PE,ftth,2026-02-01,5,3,1,0,1,0,0,1.4771,1
toritama-pe,TORITAMA/PE,5g,2026-02-01,5,0,1,0,0,0,4,0.8889,2
ubajara-ce,UBAJARA/CE,ftth,2026-02-01,3,2,1,0,0,0,0,1.4111,1
ubajara-ce,UBAJARA/CE,5g,2026-02-01,3,0,1,1,0,1,0,0.5905,4
uirauna-pb,UIRAUNA/PB,ftth,2026-02-01,3,0,1,0,1,1,0,0.5053,4
uirauna-pb,UIRAUNA/PB,5g,2026-02-01,3,1,1,0,1,0,0,0.8,3
umarizal-rn,UMARIZAL/RN,ftth,2026-02-01,2,1,0,0,0,0,1,2,1
umarizal-rn,UMARIZAL/RN,5g,2026-02-01,2,1,0,0,0,0,1,1,1
varzea-alegre-ce,VARZEA ALEGRE/CE,ftth,2026-02-01,5,2,0,1,1,1,0,0.7028,3
varzea-alegre-ce,VARZEA ALEGRE/CE,5g,2026-02-01,5,0,0,2,2,1,0,0.4926,4
vicosa-do-ceara-ce,VICOSA DO CEARA/CE,ftth,2026-02-01,2,1,0,0,1,0,0,1.0313,1
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO/PE,ftth,2026-02-01,2,2,0,0,0,0,0,1.0938,1
acarau-ce,ACARAU/CE,ftth,2026-03-01,4,2,1,1,0,0,0,0.95,2
acarau-ce,ACARAU/CE,5g,2026-03-01,4,2,1,1,0,0,0,1.0013,1
acopiara-ce,ACOPIARA/CE,ftth,2026-03-01,4,2,0,2,0,0,0,0.9944,2
acopiara-ce,ACOPIARA/CE,5g,2026-03-01,4,2,1,1,0,0,0,0.9679,2
acu-rn,ACU/RN,ftth,2026-03-01,4,3,0,0,1,0,0,1.75,1
acu-rn,ACU/RN,5g,2026-03-01,4,4,0,0,0,0,0,2.2386,1
agua-nova-rn,AGUA NOVA/RN,ftth,2026-03-01,1,1,0,0,0,0,0,1.4167,1
agua-nova-rn,AGUA NOVA/RN,5g,2026-03-01,1,1,0,0,0,0,0,1.2667,1
alagoinhas-ba,ALAGOINHAS/BA,ftth,2026-03-01,2,2,0,0,0,0,0,1.3,1
altos-pi,ALTOS/PI,ftth,2026-03-01,3,0,1,0,1,1,0,0.5741,4
apodi-rn,APODI/RN,ftth,2026-03-01,2,0,0,0,0,2,0,0.0333,5
apodi-rn,APODI/RN,5g,2026-03-01,2,1,1,0,0,0,0,1.1,1
aracaju-se,ARACAJU/SE,ftth,2026-03-01,3,1,1,1,0,0,0,1,1
arapiraca-al,ARAPIRACA/AL,ftth,2026-03-01,3,0,0,0,2,0,1,0.475,4
araripina-pe,ARARIPINA/PE,ftth,2026-03-01,4,2,0,0,1,0,1,1.4722,1
araripina-pe,ARARIPINA/PE,5g,2026-03-01,4,3,0,0,0,0,1,1.9137,1
arcoverde-pe,ARCOVERDE/PE,ftth,2026-03-01,3,3,0,0,0,0,0,1.9,1
arcoverde-pe,ARCOVERDE/PE,5g,2026-03-01,3,3,0,0,0,0,0,1.2991,1
assu-rn,ASSU/RN,ftth,2026-03-01,2,1,1,0,0,0,0,1.0278,1
assu-rn,ASSU/RN,5g,2026-03-01,2,1,0,1,0,0,0,0.8667,2
banabuiu-ce,BANABUIU/CE,ftth,2026-03-01,2,2,0,0,0,0,0,3.2667,1
banabuiu-ce,BANABUIU/CE,5g,2026-03-01,2,2,0,0,0,0,0,1.2308,1
barauna-rn,BARAUNA/RN,ftth,2026-03-01,1,1,0,0,0,0,0,1.2,1
barauna-rn,BARAUNA/RN,5g,2026-03-01,1,1,0,0,0,0,0,1,1
barbalha-ce,BARBALHA/CE,ftth,2026-03-01,3,2,1,0,0,0,0,1.2778,1
barbalha-ce,BARBALHA/CE,5g,2026-03-01,3,3,0,0,0,0,0,1.3596,1
bayeux-pb,BAYEUX/PB,ftth,2026-03-01,7,5,0,2,0,0,0,1.7016,1
bayeux-pb,BAYEUX/PB,5g,2026-03-01,7,2,0,0,0,0,5,1.3409,1
belo-jardim-pe,BELO JARDIM/PE,ftth,2026-03-01,4,2,1,0,0,0,1,1.1444,1
belo-jardim-pe,BELO JARDIM/PE,5g,2026-03-01,4,1,0,0,2,0,1,0.9325,2
bezerros-pe,BEZERROS/PE,ftth,2026-03-01,4,3,0,0,0,0,1,1.5296,1
bezerros-pe,BEZERROS/PE,5g,2026-03-01,4,2,1,0,0,0,1,1.3615,1
brejo-santo-ce,BREJO SANTO/CE,ftth,2026-03-01,6,5,0,0,0,0,1,1.6267,1
brejo-santo-ce,BREJO SANTO/CE,5g,2026-03-01,6,5,0,0,0,0,1,1.5585,1
